;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
345;CHEMBL3545308;nM;2.0;COc1cc(ccc1Nc2ncc(c(Nc3cccc(NC(=O)C=C)c3)n2)C(F)(F)F)N4CCN(CC4)C(=O)C;8.698970004336019;555.2205724160001;8;3;4.784200000000002;yes
346;CHEMBL418909;nM;2.0;CC(=O)NCCNCc1ccc(cc1)c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2;8.698970004336019;455.17798142000004;5;4;5.4139000000000035;yes
347;CHEMBL2087361;nM;2.0;C#Cc1cccc(Nc2ncnc3cc4OCCOCCOCCOc4cc23)c1;8.698970004336019;391.15320615199994;7;1;3.1591000000000022;yes
348;CHEMBL2087360;nM;2.0;Fc1ccc(Nc2ncnc3cc4OCCOCCOCCOc4cc23)cc1Cl;8.698970004336019;419.104811988;7;1;3.9703000000000035;yes
349;CHEMBL93966;nM;2.0;Nc1ccc2c(Nc3cccc(F)c3)ncnc2c1;8.698970004336019;254.096774572;4;2;3.0947000000000005;yes
350;CHEMBL213874;nM;2.0;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCC4CCN(C)CC4;8.698970004336019;430.157181908;6;1;4.895100000000004;yes
352;CHEMBL3930316;nM;2.0;CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC;8.698970004336019;374.094581652;5;2;4.523000000000003;yes
353;CHEMBL214798;nM;2.0;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(C)CC4;8.698970004336019;416.141531844;6;1;4.6475000000000035;yes
354;CHEMBL3671496;nM;2.0;CCNC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;8.698970004336019;516.0920788840001;6;4;4.097400000000002;yes
355;CHEMBL3671486;nM;2.0;CN(C)CC(=O)NCCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;8.698970004336019;544.1233790120001;7;3;3.8462000000000014;yes
356;CHEMBL3671491;nM;2.0;CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;8.698970004336019;487.065529788;6;3;3.9144000000000023;yes
357;CHEMBL3671498;nM;2.0;CN(C)CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;8.698970004336019;530.107728948;7;3;3.456100000000001;yes
358;CHEMBL387265;nM;2.0;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC4)S(=O)(=O)C;8.698970004336019;480.10343208399996;7;1;3.977300000000003;yes
359;CHEMBL2419760;nM;2.0;Cl.C1Oc2cc3ncnc(Nc4cccc(c4)c5ccccc5)c3cc2O1;8.698970004336019;377.09310443199996;5;1;5.190900000000003;yes
360;CHEMBL3961553;nM;2.0;OC[C@@H](Nc1ncnc2oc(cc12)c3ccc(O)cc3)c4ccccc4;8.698970004336019;347.126991404;6;3;3.7409000000000026;yes
361;CHEMBL218677;nM;2.0;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4;8.698970004336019;459.147345496;7;2;3.503000000000002;yes
363;CHEMBL2031309;nM;2.02;CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN4CCOCC4;8.694648630553376;497.16299556;7;2;4.702080000000003;yes
364;CHEMBL3815074;nM;2.04;CC(=O)Nc1ccc2ncnc(Nc3cccc(c3)C#C)c2c1;8.6903698325741;302.116761068;4;2;3.3131000000000013;yes
365;CHEMBL597773;nM;2.1;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCCCCCC(=O)NO;8.67778070526608;489.15791018;7;4;4.959000000000002;yes
367;CHEMBL3622665;nM;2.1;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CNC4CC4;8.67778070526608;441.13678081200004;6;3;4.4212000000000025;yes
368;CHEMBL155278;nM;2.1;Cc1cccc(Nc2ncnc3c4cc(N)ccc4sc23)c1;8.67778070526608;306.093917448;5;2;4.478720000000002;yes
370;CHEMBL2031308;nM;2.21;CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN4CCCCC4;8.655607726314889;495.18373100400004;6;2;5.855780000000005;yes
371;CHEMBL3814447;nM;2.22;NC(=O)Nc1ccc2ncnc(Nc3cccc(c3)C#C)c2c1;8.653647025549361;303.112010036;4;3;2.845300000000001;yes
372;CHEMBL3814445;nM;2.25;Fc1ccc(Nc2ncnc3ccc(NC(=S)NCCN4CCOCC4)cc23)cc1Cl;8.647817481888637;460.124836224;6;3;3.784500000000002;yes
374;CHEMBL53299;nM;2.3;COc1ccc(CNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)cc1;8.638272163982407;435.0694722960001;6;2;5.151600000000003;yes
375;CHEMBL139095;nM;2.4;Brc1cccc(Nc2ncnc3cnc(NS(=O)(=O)C=C)cc23)c1;8.619788758288394;404.98950772399996;6;2;3.4161;yes
376;CHEMBL3622675;nM;2.4;CCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1NC(=O)\C=C\CN(C)C4CC4;8.619788758288394;441.21647510400004;6;2;4.3423000000000025;yes
377;CHEMBL598797;nM;2.4;COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCCC(=O)NO;8.619788758288394;434.19540531199993;7;3;4.198000000000002;yes
378;CHEMBL3219127;nM;2.45;COc1cc(ccc1Nc2ncc3C(=O)N4CCCCC4C(=O)N(c5cccc(NC(=O)C=C)c5)c3n2)N6CCN(C)CC6;8.610833915635467;596.285951632;9;2;3.778100000000002;yes
380;CHEMBL592216;nM;2.53;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCC#C;8.596879478824182;385.099332684;5;1;4.966700000000003;yes
383;CHEMBL53062;nM;2.6;COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;8.585026652029182;330.0116230720001;5;1;3.539500000000002;yes
384;CHEMBL287007;nM;2.6;CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12;8.585026652029182;395.074557676;4;2;4.6788000000000025;yes
